2.6858,2.8927,2.5,2.7745,2.6858,2.6388,2.7307,2.6621,2.6858,2.6949,2.6752,2.6889,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6838,2.6858,2.6838,2.6831,2.6868,2.6858,2.6775,2.7015,2.6664,2.6858,2.7218,2.6124,2.7554,2.6858,2.5348,3.0419,2.0967
1.6132,1.7374,1.5016,1.6664,1.6132,1.585,1.6401,1.5989,1.6132,1.6186,1.6068,1.615,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.612,1.6132,1.612,1.6115,1.6138,1.6132,1.6082,1.6226,1.6015,1.6132,1.6348,1.5691,1.655,1.6132,1.5225,1.827,1.2594
3.1897,3.4354,2.9689,3.2949,3.1897,3.1338,3.2429,3.1615,3.1897,3.2004,3.1771,3.1933,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1873,3.1897,3.1873,3.1864,3.1909,3.1897,3.1798,3.2083,3.1666,3.1897,3.2323,3.1025,3.2723,3.1897,3.0103,3.6125,2.4901
1.9836,2.1364,1.8463,2.0491,1.9836,1.9489,2.0167,1.9661,1.9836,1.9903,1.9758,1.9859,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9821,1.9836,1.9821,1.9816,1.9844,1.9836,1.9775,1.9952,1.9693,1.9836,2.0101,1.9294,2.035,1.9836,1.8721,2.2466,1.5485
4.7702,5.1376,4.4401,4.9276,4.7702,4.6867,4.8499,4.7281,4.7702,4.7863,4.7514,4.7757,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.7666,4.7702,4.7666,4.7653,4.772,4.7702,4.7554,4.7981,4.7358,4.7702,4.834,4.6399,4.8937,4.7702,4.502,5.4025,3.724
2.1889,2.3575,2.0374,2.2611,2.1889,2.1506,2.2254,2.1696,2.1889,2.1963,2.1802,2.1914,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1872,2.1889,2.1872,2.1866,2.1897,2.1889,2.1821,2.2017,2.1731,2.1889,2.2182,2.1291,2.2456,2.1889,2.0658,2.479,1.7088
1.6799,1.8093,1.5637,1.7353,1.6799,1.6505,1.708,1.6651,1.6799,1.6856,1.6733,1.6818,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6786,1.6799,1.6786,1.6782,1.6805,1.6799,1.6747,1.6897,1.6678,1.6799,1.7024,1.634,1.7234,1.6799,1.5854,1.9026,1.3115
1.1268,1.2136,1.0489,1.164,1.1268,1.1071,1.1457,1.1169,1.1268,1.1307,1.1224,1.1281,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.126,1.1268,1.126,1.1257,1.1273,1.1268,1.1234,1.1334,1.1187,1.1268,1.1419,1.0961,1.156,1.1268,1.0635,1.2762,0.8797
1.7717,1.9082,1.6491,1.8302,1.7717,1.7407,1.8013,1.7561,1.7717,1.7777,1.7647,1.7738,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7704,1.7717,1.7704,1.7699,1.7724,1.7717,1.7662,1.7821,1.759,1.7717,1.7954,1.7233,1.8176,1.7717,1.6721,2.0066,1.3831
3.7542,4.0434,3.4944,3.8781,3.7542,3.6885,3.8169,3.7211,3.7542,3.7669,3.7394,3.7585,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7514,3.7542,3.7514,3.7503,3.7556,3.7542,3.7426,3.7761,3.7271,3.7542,3.8044,3.6516,3.8514,3.7542,3.5431,4.2519,2.9308
